group,COT1,COT2,COT3,COT4,COT5
0_0,1.3569711956678447,1.7750463999624313,1.956846350696629,1.22040595619545,1.1848029937361313
0_1,2.2567752521405153,2.4938747232257503,3.0,2.3858863329603572,2.0056554990704543
0_2,2.7723275226308886,3.3107654356966423,2.5091842865374345,3.0,2.5687149924153254
0_3,1.1226155426797724,2.916202932042338,2.10506374010951,3.0,2.280694571078753
0_4,3.055878430336211,3.4111952326487796,3.669074880737716,3.0563348128441303,2.910998774697104
0_5,2.1455180134379166,2.878416712504347,1.1664616412032542,1.2623886051114022,2.397001909735362
0_6,2.6971880383901885,3.350415042870559,3.6167810915508176,3.2276137077439655,2.8975780033736727
0_7,3.0275822612372583,3.240663104590678,3.0,3.0,3.023219188946535
0_8,3.0,2.418361059798474,3.0,3.0,1.2416211727846551
0_9,3.1904264368410784,3.568178592418018,3.3755543226287594,3.297484150778035,2.9960017768568026
0_10,3.5742474164972,3.599036320530713,3.0,3.5829552911976053,3.3248740569253243
0_11,3.0,2.1902977209870724,2.692795539859308,3.0,3.0
0_12,3.1698060975044133,3.585739014559571,3.0,3.583194348772487,1.3664257160468567
0_13,1.0769616424281963,2.772767838181867,1.0847846596523156,2.3972131942440527,1.1211968471146414
0_14,1.0616805849482405,2.8975377358129677,1.03950544628231,1.0135882490986383,1.2780424946921465
0_15,3.396128031863711,3.024276578100452,3.0,3.3681591096809314,2.512614471089766
1_0,1.7795464738104627,1.6040139655961085,1.773353349602139,1.2335766691110555,1.1406181196406104
1_1,3.6350910785899355,4.059065211028939,3.8391730539926567,3.4949448390180504,2.6778584183219327
1_2,3.060265440162896,3.2883913223295798,3.0,2.7194760676570056,1.2020087191014392
1_3,3.0,3.546696789274098,3.5304018948163183,3.0,1.3419617139439155
1_4,2.5279613429648657,3.9626310155645195,3.0,3.0,3.0
1_5,2.742370816577498,2.215015411853101,3.0,2.35598507636074,3.0
1_6,3.468288920378232,3.999502979278127,3.0,3.215882949532784,3.0456726670971617
1_7,1.9285378245324483,3.4774549624283986,3.0,1.139585960956128,3.0
1_8,3.0,3.0,3.0,3.0,3.0
1_9,3.1952409443618515,3.4404212336809974,2.981225149207289,2.9855601382917754,2.3631859392883894
1_10,2.092328151301437,2.794317526163728,1.1521174121008386,2.0665142696054,1.6451809588770088
1_11,3.8347757451444284,3.8048687739914624,4.329248923596867,3.569464535860183,3.0
1_12,2.7686145764108443,3.682466820721046,3.0,2.8227993025784905,1.1917663587823084
1_13,2.9544930700064604,3.1398410018583007,1.9684926804779312,3.0,1.6689428609351895
1_14,1.0425407176362353,2.567652374623979,3.0,1.062126741668024,1.1265593692796239
1_15,2.667787149230726,3.406401907454875,3.0,2.7821919150298906,3.0
2_0,1.0644912051660347,2.737088455100677,3.0,1.5031505195044477,2.3209909844873167
2_1,3.464536621132438,3.59395128546576,3.0,3.088873024387919,3.025319042042857
2_2,3.3406014625063385,3.836795027317409,4.36796593674332,3.212527747742774,3.1212803348422664
2_3,2.3472848873676813,2.604895266655785,3.0,3.0,3.0
2_4,2.999999999999999,3.2182687074833027,1.0643950859751292,3.0050663403681304,2.368756794993857
2_5,3.3394794807597963,3.0677534696388307,3.0,3.1700242415924547,3.2671962989093397
2_6,3.516276559235862,3.940513089622898,3.0,3.0,3.376669414922948
2_7,2.060966340912778,2.7911999565555203,3.0,3.0,2.9368084950805162
2_8,1.1311413975772386,1.0269468299583477,3.0,1.222293522276191,1.7395968686431902
2_9,2.77682301915166,3.3246346696727533,3.0,1.0647921394804454,2.894118998283597
2_10,3.4420770091872916,3.5187091548714995,3.0,3.208887298544831,3.2673952568751656
2_11,3.4737986776615313,3.801646554983952,3.0,2.981149250467073,2.79679633227145
2_12,3.0,3.5273738387450657,3.0,1.044505393546069,2.6705550024158877
2_13,3.4816186875723774,2.8235014426848046,3.0,3.2282705776252802,1.8021030361231747
2_14,2.821200234353114,2.8007270775723287,3.0,3.14070001833384,3.195574284817342
