group,COT1,COT2,COT3,COT4,COT5
0_0,1.223084146531237,1.7669482227507116,1.0185673602699625,1.3762504955655648,1.1550349420243335
0_1,2.6234585626294358,2.6260355650110845,2.082933911527016,2.143112959004764,2.184202255817723
0_2,2.968457356021156,3.2033435500614487,2.9672023606978932,3.8961851043561566,3.7858378359593696
0_3,2.437785019688421,2.6918409665037997,2.0858616105100136,2.658825903918454,2.750346834422698
0_4,3.146881038602676,3.2204757620401736,2.959897088262936,3.4388333265690156,3.4799303382232183
0_5,2.9281912276243354,2.793066549768419,2.2909028057202367,2.144867228544203,2.2992554609913265
0_6,3.9892244101055643,3.904726752406224,3.880080107098019,3.9882802759610336,3.977148762647332
0_7,3.9973795946512958,3.9862527669766092,3.982357646956017,3.9984526725540337,3.9943344837009973
0_8,1.7315665644080507,1.8946417626208942,1.1106185066557235,1.8948757971400276,1.8426255994540104
0_9,3.118182860408273,3.31761768957119,3.4973225977301343,3.820878989102889,3.8464987759999887
0_10,4.022787155447833,4.001388800368548,3.9982808488281742,4.003751100053232,3.9978001682564774
0_11,3.853025878853797,3.9533939973405876,3.8775752161550012,3.993616010324254,3.966674115078429
0_12,4.022916670972097,4.002591929912641,4.001510614311723,4.009590433675629,4.003721484020555
0_13,2.933766958431098,2.6852088781561974,2.136129372737943,2.815649278519284,2.357455836583134
0_14,1.9666661713877458,2.0607241422307627,1.6675970307386259,1.3932333808307762,1.4332545380237607
0_15,3.498713374757301,3.2619069848618136,3.314004724026271,3.7578723899684667,3.724498249965821
1_0,1.9269788810608315,2.013389038000179,1.111127539099043,1.6642113346601992,1.5381190387870622
1_1,3.4991534077943487,3.215524956857449,2.930000174450674,3.7404468283342567,3.6432137829277123
1_2,2.782866939791925,3.0156285502938514,3.104794763021964,3.7593753860542796,2.5962378309987875
1_3,2.500682083121141,2.769381101299787,2.1996128260277588,2.4777109574571643,2.807445963855638
1_4,2.2226301029241067,2.6609263757216435,2.285800120711285,2.9054388412923386,2.588943768136854
1_5,2.119195558850036,2.375776493812442,2.160771545839542,2.369426033658698,2.407370225390143
1_6,3.621666505837945,3.265654799185631,3.142101205802649,3.9010790673677533,3.6098447008071393
1_7,2.0078645787406937,2.064307023163575,1.925433559662588,2.003129739931395,2.0666195275676533
1_8,1.0475906011147065,1.1247432504847565,1.007891871847017,1.737605079643745,1.2684141606485353
1_9,3.2674054023977663,2.9999638695018254,2.8759419841288856,3.1940825230458483,2.996805776167425
1_10,2.222625604693303,2.5159001732195554,2.0619716116182705,2.2854269996396157,2.0139451493116867
1_11,4.18195560396732,3.559546018071057,3.904338330902885,3.990289508836987,4.000266952307996
1_12,3.046061015491171,3.01006669049745,3.1970748361152785,3.2940961375183284,3.7481732293298684
1_13,1.9722382943179837,2.0484347906638196,1.4213208915112132,2.0456594537132444,1.9392315552534154
1_14,1.98613344363656,2.08315009533664,1.360999882008805,1.3838337910622798,1.6403480236146393
1_15,3.047689677885813,3.071120700433573,2.837092281527791,3.500812783482083,3.3012134479908575
2_0,2.2187405411647108,2.5361770570775044,2.5217991212960533,2.5598390941036397,2.3963230493056877
2_1,3.971648352372165,3.989766418465289,3.9966827354129952,4.001094942430443,3.9945617458274594
2_2,4.029152825481947,4.000370808806911,4.006462619476051,4.015674691564351,4.0049473735269165
2_3,3.880872683025702,3.7305601156800194,3.5613544936857484,3.7337990575151503,3.7448515697164093
2_4,3.984377973286794,3.8804183543060944,3.9468487376731383,3.9862289708668475,3.9738231433351525
2_5,3.9241021213250455,3.9526266962852685,3.8929735030758734,3.985990255021709,3.962234532679782
2_6,4.182198172859531,3.9932828383392596,4.003756269275466,4.009469046740921,4.000843042972207
2_7,4.008147276786309,3.9975006735824055,3.9898644471704143,4.00236164136476,4.001148800512609
2_8,3.042145148852842,3.0157637333258305,2.6372975832121215,2.9976881643695026,2.933739444605018
2_9,3.952747109175717,3.5556811761754585,3.272191095545914,3.9254811136844094,3.7452173574072525
2_10,4.0123123770883735,3.9999489879724743,4.001712500646941,4.017673021920733,3.9994021521022876
2_11,4.015753611949003,3.9994725984366166,4.002089869642559,4.0080952569699235,4.001247465993617
2_12,2.9910835548165533,3.1221564976111624,3.3710486569784632,3.80884758527479,3.305632302503302
2_13,3.125694382956761,3.150308908174176,2.8116755987227005,3.3096078303239778,2.889374720069706
2_14,4.001050122297798,3.982445130898288,3.979726269582792,4.000121830130298,3.996090918236638
2_15,3.1160718052751673,3.2387832515073165,3.775014755535504,3.8798912111090753,3.6156630590627907
