group,COT1,COT2,COT3,COT4,COT5
0_0,1.679248309149152,1.880860666593371,1.5000751337996174,1.880991881317947,1.9980651881646885
0_1,2.994798688428282,2.9627486015374673,2.9526597091175333,3.0014583930147487,2.9913251093490225
0_2,2.3775936690113597,2.148079833677562,2.437874614139481,2.9249478249981724,2.5622546673274678
0_3,2.095387902146466,2.562207519523957,2.2689733629624,2.9772067517754306,2.962973513277259
0_4,2.9400934424716714,2.9670729493763632,2.9401442496037204,3.00079156458137,2.9531350621426786
0_5,2.8520204203424218,2.5622106941901537,2.437850383978527,2.9060038487058475,2.9050056443734156
0_6,2.98250184508237,3.0007914968227443,2.9743389233410698,2.987263266099865,3.002426813350311
0_7,3.001120966954831,3.0103604701428854,3.022746528226976,3.1809521107807015,3.3206002136787345
0_8,4.679097046784032,4.622380620318388,4.008515823270061,4.01366047551157,4.000643329702117
0_9,2.5622268451160735,2.7311333872373686,2.8808830743281266,2.9783853854243043,2.1193512969576105
0_10,2.989722853595259,2.994111321838092,2.9966395907265317,2.99743118812638,2.952912795195943
0_11,3.1478187243627036,3.0952252842036474,3.1479612751685115,3.0438113065363153,3.0299068192909355
0_12,3.9999016892714176,3.9999917498298716,4.000014755472743,3.9999305486831918,3.9999198759981396
0_13,2.3208520668701187,2.7311337984995228,2.119236339773166,2.940921166686996,2.8533850533818685
0_14,2.0009733667687124,2.0085612748854804,1.9997652883134283,1.9990395923362478,2.0003387127145786
0_15,2.9976314447925776,2.9400724280928654,2.9841900041440983,3.0078665538275664,3.0026827200708177
1_0,2.0009950186122674,1.9972573926656552,1.9866966634454255,1.993699348098928,1.9919099317129505
1_1,3.993267345535009,3.437799717371796,3.7310180602787986,3.9969301537534863,3.995212099173223
1_2,3.851917210151819,3.7310266183507594,3.924103712979155,3.7772543097234452,3.0597512955987596
1_3,3.0051916162998418,2.9772841395403664,2.999518013974185,3.0081855395016235,3.0368386998091315
1_4,2.9827235858071695,2.924437632495702,3.0061048632052065,3.0288782327015737,3.0137233080607335
1_5,2.999744022345966,2.9937378341557546,3.0062621840254646,3.0167870728890653,3.01158839892016
1_6,3.998458863452724,3.939875112770101,3.981974124203148,3.9766190438476303,3.8796992336342235
1_7,3.0112944819585588,2.9532000187315646,2.987261419802734,2.9014438360603823,2.926985900691811
1_8,4.850447670479985,4.988923382094843,4.9946900045624165,4.07509508828976,4.094959447025441
1_9,3.0228680677937625,2.9964827086348795,3.817539752256266,3.5592808963850877,3.094115463948357
1_10,2.924266017487658,2.8176601212637418,2.9627698307229955,2.9848039085502855,2.99800319551368
1_11,3.99804222855356,3.988982191290656,3.9984672191080626,3.9991718686844875,3.9819742636329316
1_12,3.1479934848761557,3.0599769381428197,3.182383126846793,3.4374651060622265,3.437247671559137
1_13,2.995789695194647,2.8809764415956365,2.9981071461978552,2.9966438831404365,2.9939245345218843
1_14,2.222745543775547,2.3209223020563248,2.7774751672168163,2.852633137414902,2.622738001746307
1_15,3.037241448966423,3.004732184660155,3.0292533892467475,3.2211888915360185,3.0952249834275163
2_0,2.042126462531279,2.0140782259748202,2.047457006014971,2.095503866529422,2.060166907497335
2_1,2.3208635849584245,2.43785911583926,2.9822752518807736,2.9528358775883814,2.9881216714954997
2_2,2.6224904813878838,2.0953865861251564,2.7773474914599534,2.6225112147332057,2.817642029602025
2_3,3.022715864196665,3.09530783366945,2.993795112905286,3.1805395233615537,3.0044095339360783
2_4,2.96322586852955,2.7774078257574355,2.5622837002528818,2.9243459114892834,2.85221656263466
2_5,2.9528050679200657,2.562226928882743,2.9921323402792948,3.002619622805505,2.9709841038527673
2_6,3.020505491020221,3.0024191852078763,2.9049457414343665,3.0454974070387473,2.8524354653714323
2_7,2.992185623915455,3.016661249539113,3.499971098511746,3.3755547614375865,3.3773580738196163
2_8,4.0001704468845745,4.001109386990995,4.000297907934027,4.000040776216186,3.999935819446662
2_9,2.881223908316437,3.0006909505843926,3.32068897630775,3.6032515701706376,2.995145304309894
2_10,3.0947268452859316,3.0078143751149153,3.6224110651481998,3.0945447713237115,3.0155138224597318
2_11,3.0947268452859316,3.0069075991502814,3.5621300303730106,3.147218435717256,3.0733956316422484
2_12,3.6224305873177025,3.9046132575924974,3.9769818275917554,3.9867432010950394,3.6190416429273844
2_13,2.679244383179659,2.182460901123807,2.777421691757587,2.9246358842030924,2.500900348528277
2_14,2.977649088829837,2.9930492044844668,2.9969592313452997,3.43709096743659,3.0219440553572197
2_15,2.9627826068140757,2.437853580167799,2.9242516181934968,2.9798775651108094,2.81773510093041
3_0,2.1192393526919275,2.015904821769058,2.6224972646628397,2.1081235282782496,2.0430827187965783
