group,COT1,COT2,COT3,COT4,COT5
0_0,1.0230666805832072,1.0053156807685546,1.0003519650846326,1.0005873194856616,1.000269569943885
0_1,2.182436861653552,2.0082470746956265,2.011588605791964,2.0325573509766772,1.975128270470374
0_2,2.2689779059270303,2.041358225907823,1.9946558628681583,2.037024329300829,1.9909964906510795
0_3,2.006457659239821,1.9958305888598398,1.9967678719728241,1.99588940375032,1.9404530555607444
0_4,2.999468797497841,2.377227876313999,2.5622525325109047,2.7773572384937593,2.6220986602506304
0_5,2.222712601344335,2.0095442767760257,2.009275685839975,2.008138957960463,1.925101035148672
0_6,3.0583907213898,3.0296704439109816,2.437885107367149,2.8821092575967975,2.679864378954464
0_7,3.007545169748753,3.008186075398384,2.9631045198201393,2.9829252329615135,2.940400901807625
0_8,2.005817041362774,1.9300733095828062,1.9686364779539671,1.9681549914613123,1.8539357666570127
0_9,2.999773991603164,2.9528069781802686,2.2227152528373115,2.90494853687334,2.320808500524458
0_10,3.6791247921177628,3.2682692903578707,3.026512546429988,3.0069156832756962,3.002136914732078
0_11,3.3773948120344754,2.928731475117281,2.7790097564366634,2.853633937840057,2.9249433386100665
0_12,3.8519172179108514,3.924099368195236,3.047163999128564,3.18237658020096,3.037030438627313
0_13,2.320948305979034,2.0523140452614985,2.0285633520231,2.0073108294840174,1.9861398491260942
0_14,1.2227992576453244,1.2451932784477502,1.1482265184641955,1.0130237800510875,1.001792317667574
0_15,2.8810569462276385,2.6227486974609118,2.679425031899891,2.500347244021451,2.106669168294838
1_0,1.119289336763977,1.1492153117745296,1.015997026441464,1.0077363971704791,1.0261142632819125
1_1,2.9830460461773827,2.940715997212994,2.9718569378700943,2.924636414644912,2.562441264166394
1_2,2.147596845516016,2.118193710233472,2.0106603383957817,2.182529942872937,2.094860818026978
1_3,2.0758825187293053,2.0140338160633022,2.0597670865532,2.0850182350741884,2.0113172603742164
1_4,2.0367506752162736,2.059326454108631,2.0532287171423342,2.1824101794179955,1.9900605956403978
1_5,2.028809342160169,2.0052069944126116,1.9851765955931409,1.959168453244774,1.6230602639440599
1_6,3.0098173617933184,3.0348567535659847,2.966263012219069,2.881283089936375,2.881092214667248
1_7,1.500086515960363,1.0294018667056513,1.1193565014291438,1.731491031559282,1.0076671446363625
