group,COT1,COT2,COT3,COT4,COT5
0_0,1.7092767553995958,1.1829223817596513,1.8024986396087,2.120585704422787,1.4336743804126038
0_1,2.095398679657693,3.373095852217787,3.247978417800423,3.15726418756072,3.078938543518996
0_2,2.8960677777097965,3.0,3.099451160341152,3.0408965930093954,2.705490510344193
0_3,2.660304066288822,3.464076492014226,3.140776949565215,3.1562621947788925,2.879993615013817
0_4,3.5042534968636128,3.5471613493635172,3.4701569372594085,3.237758068034969,2.938197619840315
0_5,2.9427218851468813,3.0,3.3172530746269024,2.559673831014202,2.8303189779019893
0_6,3.728888194625862,3.514901831335163,3.5343200576161746,3.292383888804416,3.3681117442609367
0_7,3.1786164057783326,3.0,3.3416789236886033,3.2197064293355537,3.250929904244481
0_8,2.535167408028952,3.0572841565024507,3.0558790268229563,2.4751978956882916,2.760031260877813
0_9,3.337691339382646,3.4049068194123535,3.226242056296366,3.199200638902926,3.176644149839129
0_10,3.043121852861143,3.615410962088031,3.5429502993643633,3.3136983500181545,3.309182901677447
0_11,3.442836221642932,3.0,3.4824072184316965,3.1668191788521742,3.3016105952979258
0_12,3.785639508581689,3.8413315602055436,3.4904232422609835,3.30483745769924,3.245493598481469
0_13,2.8354735170819696,3.4307662692154524,3.117135189990954,3.0411259722009745,2.8622351831406077
0_14,1.1121907349161544,3.0,2.463126892698246,2.0393348386156416,1.2871755047415883
0_15,3.086198469825964,3.3996900744555894,3.3110957380118338,3.1999932892276037,3.282334789384389
1_0,1.316382370348469,3.0,2.5545331680582315,2.9564337120631627,1.0495331170041025
1_1,3.3360769927445477,3.4794655781457897,3.391997716829088,3.3233723024432837,3.1014764606180143
1_2,3.163268444702195,3.5762737334478163,3.453328892761777,3.30922636764005,2.9992160535618773
1_3,2.6295734912995794,3.0,3.0620415742867477,2.8823930682080094,2.3848306204802987
1_4,2.519629564476402,3.0,3.100182002463899,3.0,2.9860321394547027
1_5,2.6844661775380017,3.0,3.0,2.283964881817472,2.545326407539607
1_6,3.449264237760278,3.5530112777241065,3.472889385815424,3.0817619254475486,3.149008029895001
1_7,1.6015042823503298,3.0,2.825824864564205,2.4572539648392095,1.685691014381774
1_8,1.931847534468769,3.0,2.6057378604764794,1.3445542087804303,1.5323161232885656
1_9,2.558245670108161,3.0,3.3126240660566775,3.147800360974106,2.7811058116946628
1_10,2.474296036296702,3.0,3.183562861026307,2.698045447041857,2.6490592623086275
1_11,4.0476732534675115,3.9282782439818953,3.675763530314983,3.595311387457321,3.4060011488217605
1_12,2.9212399222123016,3.309153342317743,3.2752938906175366,2.980175720082171,2.5329471908037937
1_13,1.835724737829785,3.0,2.608012217905005,2.3350709242908523,1.9304559650104103
1_14,1.3887611459524825,3.0,1.9339260021552032,1.7453559862969836,1.9586821166320427
1_15,2.6823514162805027,3.0,3.2459967217316357,3.08873498583489,2.4449492543120432
2_0,2.6275326131595027,2.0549184607937545,2.9662684468281726,2.8959104320033004,2.0150808083230376
2_1,3.0422004566956247,3.898608833198187,3.4247484125346666,3.4141508393443467,3.084378389270411
2_2,2.9708580783535354,3.550287713792708,3.234527940859877,3.180778327746399,3.057050137043909
2_3,2.3558838910995843,3.0,2.9359524173678357,1.5534302990646074,2.4836275054262535
2_4,2.8861819062898952,3.0,3.3175082041778516,3.040642181381641,3.1958577342330763
2_5,3.0595222718509336,3.0,3.415622891119035,3.3908862345065245,3.130711223498402
2_6,3.6872239370537767,3.643181094470716,3.664842600928037,3.37091106440634,3.4761289789289553
2_7,2.9900016573827832,3.5297632285289726,3.3829798254864785,3.0307434700012017,2.9928017235969433
2_8,3.5881398842536556,3.0,3.3139333750996167,3.2343057869453418,3.2607582568544777
2_9,3.1628011172803463,3.3006158641198,3.147717110554041,2.9787322972076815,1.9594260695627135
2_10,3.5911510624058076,3.576192225991771,3.543026044536651,3.429822544656003,3.3044273890904723
2_11,3.710023826819964,3.5663678693825354,3.545523056249424,3.3726332557641725,3.223733562104724
2_12,2.489688118126704,3.0,3.1774174056010764,3.003055747819075,3.0404406384849723
2_13,2.59652479528032,3.4383999231187863,2.8799857912383313,2.1327358542554777,2.4347536206739595
2_14,3.13305811744914,3.510991064638795,3.659676979531214,3.2707569654387614,3.1040238299795444
2_15,2.9668561096338295,3.0,3.320206926962316,2.710332036545387,2.909667523398918
3_0,2.4810280579755455,2.9999999999999996,3.082143495412739,2.9999999999999996,2.0082895283249926
3_1,2.938188268058441,2.6235827894425063,3.3688107808806094,2.78219476215341,2.823660777789253
3_2,3.201344225192964,3.0,3.436686588981795,3.256846144522453,3.004720415064691
3_3,2.735720334306107,3.0,3.1252571655582755,2.6922304788222102,2.8919456084645248
3_4,1.965734012459976,3.0,2.826445499712258,1.8598404423636228,2.4406179114202313
3_5,2.6449872585475487,3.0,3.140819430102674,2.145296646896949,2.807138276918712
3_6,3.2424877366478477,3.4482942887716526,3.4727968923085553,3.147028688881687,3.094012422402411
3_7,3.1430078300309137,3.0,3.250180383619601,2.063422134840046,2.443631187761881
3_8,3.242051661503443,3.560734969658788,3.3614550912103334,3.0517004502373672,3.1908343346033177
3_9,2.4294940464477577,3.0,3.3939787508632997,3.2415822095589815,3.01726855084542
3_10,3.042872251743135,3.3681720247191733,2.9313994609548253,2.59199651711129,3.0882838237496912
3_11,3.392414628142845,3.534662424796244,3.1552360439578435,3.2150665773831983,2.8968620644675465
3_12,3.9244979744008863,3.7345851824347522,3.881915889673447,3.6462298428392153,3.6159864599331937
3_13,2.8774057964275177,3.445077903267734,3.2355004977038924,2.9999999999999996,2.359075005476463
