group,COT1,COT2,COT3,COT4,COT5
0_0,1.0001023478957962,1.0001069151654798,1.0001008949506698,1.0001105843713527,1.0001000696106555
0_1,2.000061162465605,2.0000618510412247,2.000069106204641,2.000050553426769,2.0000550093794947
0_2,2.000068405250251,2.000051708772582,2.000050861678879,2.000134384795345,2.0000574243216045
0_3,2.000050439422817,2.0000512680335443,2.0000616535204254,2.0001003823702086,2.0000557154441383
0_4,3.0,3.0,3.0,3.0,3.0000000000000004
0_5,2.0000643585052678,2.0000593190978537,2.000050711187026,2.0001330004350706,2.000056091852819
0_6,3.9991670489953357,3.0000000000000004,3.0,2.0010282366025285,3.0
0_7,3.0000000000000004,3.0,3.0000000000000004,2.9999999999999996,3.0
0_8,2.0000508264685544,2.0000548326899654,2.000051233173238,2.00005077783545,2.0000505846869916
0_9,3.0000000000000004,3.0,2.9999999999999996,3.000000000000001,2.0001039456997924
0_10,3.9999262417792276,3.9995264358980904,3.000000000000001,3.0,3.0000000000000004
0_11,3.0,2.9999999999999996,3.0,3.0,3.0000000000000004
0_12,3.9999412619296892,3.99993913150244,3.0000000000000004,3.000000000000001,3.0000000000000004
0_13,2.9999999999999996,2.000067207174031,2.0000568697535988,2.000100887465451,2.0000502025286835
0_14,1.0001286472478248,2.000052487150372,1.000245982768822,1.0001778674191433,1.000102003153339
0_15,3.0000000000000004,3.0,3.0000000000000004,3.0000000000000004,2.000094925028136
1_0,1.0001135293851262,2.0000586859400253,1.0001028748475607,1.000178636079158,1.0001805389543026
1_1,3.0,3.000000000000001,3.0000000000000004,3.0000000000000004,3.0
1_2,2.9999999999999996,2.0000679890907853,2.0000500651704036,2.0000541019225913,2.0000577891130886
1_3,2.000054108586447,2.0000550076575836,2.000064401268691,2.0000546483359978,2.0000559591845164
1_4,2.000051970089153,2.00011744091996,2.0000596285526973,2.0000795565037506,2.000057883582057
1_5,2.000051537382631,2.000133283531234,2.0000515727565062,2.0000911911898434,2.0000890452027384
1_6,3.0,3.000000000000001,3.000000000000001,3.0000000000000004,3.0
1_7,2.0000999938423067,1.000103611530668,1.0001148104756172,2.000098733639628,1.0001009102084415
1_8,1.00010301585782,1.000100862349116,1.0001001490431671,1.0001002094643117,1.0001000113956464
1_9,2.000058690403638,2.000068440150759,2.9999999999999996,2.0000541019112306,2.0000538381112545
1_10,2.000051214482328,2.000134996182823,2.000050229629141,2.000050038506415,2.0000741347635387
1_11,3.999911033505755,3.9999401450999787,3.9999400889402232,3.9999479780284593,3.0
1_12,3.8570449261864543,2.9999999999999996,2.0000728553996066,3.0,2.0000508803868553
1_13,1.00012864631647,2.0000504305664366,1.0001313502138893,2.000123638451111,1.0001041947437537
1_14,2.000155833562525,2.0000698577057183,1.0003006050078687,2.0001450737073374,1.0001295590758144
