1,2,3,4,5
-1.1368781,-0.3868781599999999,-11.512925464970229,-11.512925464970229,-11.512925464970229
-11.512925464970229,-5.16943,-0.04442987,-7.29443,-11.512925464970229
-11.512925464970229,-0.48191354,-0.98191357,-10.606914,-11.512925464970229
-11.512925464970229,-0.1346952499999999,-2.3846953,-11.512925464970229,-11.512925464970229
-11.512925464970229,-2.8254533,-0.075453356,-8.700454,-11.512925464970229
-11.512925464970229,-1.9257648,-0.17576474,-9.800765,-11.512925464970229
-11.512925464970229,-4.0186534,-0.0186533129999999,-7.6436534,-11.512925464970229
-11.512925464970229,-6.009646,-0.0096460619999999,-5.634646,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-1.1527183,-0.40271828
-11.512925464970229,-0.8267151,-0.5767151,-10.451715,-11.512925464970229
-11.512925464970229,-4.5134335,-0.013433493,-7.2634335,-11.512925464970229
-11.512925464970229,-8.550901,-0.17590173,-1.9259018,-11.512925464970229
-11.512925464970229,-11.512925464970229,-9.750618,-0.0006181967999999,-11.512925464970229
-11.512925464970229,-0.3992562599999999,-1.1492562,-11.512925464970229,-11.512925464970229
-9.127179,-0.0021788119999999,-6.8771787,-11.512925464970229,-11.512925464970229
-11.512925464970229,-5.7546873,-0.004687157,-7.1296873,-11.512925464970229
-7.8767114,-0.0017112361,-6.6267114,-11.512925464970229,-11.512925464970229
-11.512925464970229,-11.512925464970229,-5.0068564,-0.0068563859999999,-11.512925464970229
-11.512925464970229,-11.512925464970229,-1.9108338,-0.1608338999999999,-11.512925464970229
-11.512925464970229,-6.5083303,-0.008330167,-5.0083303,-11.512925464970229
-11.512925464970229,-4.021966,-0.0219660419999999,-7.271966,-11.512925464970229
-11.512925464970229,-6.1432166,-0.0182165519999999,-6.2682166,-11.512925464970229
-11.512925464970229,-11.512925464970229,-6.5015135,-0.0015135503999999,-11.512925464970229
-11.512925464970229,-5.061875,-0.061874792,-4.061875,-11.512925464970229
-11.512925464970229,-11.512925464970229,-7.168344,-1.9183438,-0.1683438
-11.512925464970229,-9.160575,-0.0355752259999999,-3.7855752,-11.512925464970229
-11.512925464970229,-2.5790107,-0.07901074,-9.079011,-11.512925464970229
-11.512925464970229,-11.512925464970229,-6.251979,-0.0019787147,-10.876979
-11.512925464970229,-10.1733265,-0.2983267,-2.0483267,-11.512925464970229
-11.512925464970229,-5.1366687,-0.011668839,-6.3866687,-11.512925464970229
-11.512925464970229,-0.26609567,-1.5160956,-11.016096,-11.512925464970229
-11.512925464970229,-9.413489,-0.0384892969999999,-3.2884893,-11.512925464970229
-11.512925464970229,-0.0430173429999999,-3.1680174,-11.512925464970229,-11.512925464970229
-11.512925464970229,-0.45603457,-1.2060345,-11.081035,-11.512925464970229
-11.512925464970229,-0.9741827,-0.4741827499999999,-10.974183,-11.512925464970229
-11.512925464970229,-8.2737,-0.0236996149999999,-3.7736995,-11.512925464970229
-11.512925464970229,-3.2889884,-0.03898839,-7.5389886,-11.512925464970229
-11.512925464970229,-3.05606,-0.05606001,-8.43106,-11.512925464970229
-11.512925464970229,-6.0483294,-0.048329562,-3.7983296,-11.512925464970229
-11.512925464970229,-4.515672,-0.015672054,-5.765672,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-0.0011433148,-8.376143
-11.512925464970229,-2.1282172,-0.12821728,-7.878217,-11.512925464970229
-11.512925464970229,-7.4968147,-0.1218149099999999,-2.371815,-11.512925464970229
-11.512925464970229,-7.4968147,-0.1218149099999999,-2.371815,-11.512925464970229
-11.512925464970229,-11.512925464970229,-0.9769577,-0.4769576499999999,-11.512925464970229
-11.512925464970229,-1.138078,-0.38807797,-10.013078,-11.512925464970229
-11.512925464970229,-3.7742288,-0.024228837,-7.399229,-11.512925464970229
-11.512925464970229,-3.288473,-0.0384728899999999,-9.163473,-11.512925464970229
-11.512925464970229,-0.12694177,-2.1269417,-11.512925464970229,-11.512925464970229
-11.512925464970229,-5.3807945,-0.00579429,-7.5057945,-11.512925464970229
-11.512925464970229,-3.895833,-0.0208329949999999,-8.270833,-11.512925464970229
-11.512925464970229,-2.2485113,-1.2485113,-9.498511,-11.512925464970229
-11.512925464970229,-4.784064,-0.0340640299999999,-6.034064,-11.512925464970229
-11.512925464970229,-5.633213,-0.008212885,-6.883213,-11.512925464970229
-11.512925464970229,-1.1382585,-0.38825843,-9.513258,-11.512925464970229
-10.133675,-0.2586745299999999,-5.0086746,-11.512925464970229,-11.512925464970229
-11.512925464970229,-11.512925464970229,-11.512925464970229,-0.2104549899999999,-1.710455
