group,COT1,COT2,COT3,COT4,COT5
0_0,1.0001034183438278,1.0001092985409024,1.000101423470288,1.0001016141376444,1.0001002787543187
0_1,2.000076765655108,2.0000514251164243,2.000052577455783,2.0000525630623884,2.000054808361136
0_2,3.0000000000000004,2.0000255496753963,2.0000535281188614,2.00005209197176,2.0000578708218826
0_3,2.000053374410393,2.0000507678166017,2.00005233550822,2.000051744848469,2.0000526120533646
0_4,2.000058335344749,1.6437808273779835,2.000057609683312,2.0000256542841655,2.000026085513155
0_5,2.0000538221211697,2.000053428091839,2.000051722790651,2.0000529157578746,2.000058738696433
0_6,3.0,2.9999999999999996,3.0,3.0000000000000004,3.0000000000000004
0_7,3.0,2.000084535699512,3.0,2.00006632813005,2.0000534539884733
0_8,1.0001224602810004,2.0000688851066566,2.0000651466320405,2.00007155932288,1.0001893745184287
0_9,2.9999999999999996,2.000073756549529,2.00007378574495,2.000027817696688,2.000054445253741
0_10,2.9999999999999996,2.4385866012426307,3.0000000000000004,2.4106021840785377,2.426762621962826
0_11,2.0000590144207058,3.0,2.0000779527724,2.0000527494204206,2.000059867958168
0_12,2.9999999999999996,3.0,3.0,3.0,3.000000000000001
0_13,3.0000000000000004,2.000058865046254,2.0000519987515464,2.0000518333544783,2.000052168723549
0_14,1.0001195102510752,1.0001472319377953,1.0001119406117853,1.0001082077685557,1.0001018291223642
0_15,3.0,2.0000553956118963,2.0000570103440607,2.0000534294985592,2.0000512976197005
1_0,1.000243633315084,2.0000941235239105,1.000132461905685,1.000125280300719,1.0001020731962151
1_1,3.0,3.0,3.0,1.3864715141139072,2.0000805881432675
1_2,3.0000000000000004,3.0,3.0,2.0000945459732655,2.000073901584023
1_3,2.00005362749578,2.0000516490247433,2.00005261184503,2.000052546433978,2.0000626761287386
1_4,3.0,2.000053082835705,2.000053400473563,2.0000510115121863,2.0000511185014767
1_5,2.0000523694364345,2.000051471860028,2.0000553265202026,2.0000552898016344,2.0000577065559932
1_6,3.0,3.0000000000000004,3.0,3.0,3.0000000000000004
1_7,2.000100130983853,2.0000547009235796,2.000064337818399,2.000059858481675,1.0001535349717567
1_8,2.000097410160676,1.0001063904852847,1.0001049756362852,1.0001049761713248,1.0001026629815792
1_9,3.0,1.4626405988752373,2.0000510694442792,2.0000508211758246,2.0000509358562186
1_10,2.0001538856800347,2.000054182018905,3.0171844506051646,1.4934416445771346,2.000052200072747
1_11,3.9999344250420776,3.999934904801033,3.9999341383246487,3.0000000000000004,3.9999040485531716
1_12,3.0,1.4604070165256633,2.000055381850123,2.0000515836572657,2.0000507174685525
1_13,2.0000803467325365,2.0000576905898044,1.000160651125825,1.0001882435523692,1.0001286532915037
1_14,1.0001753215479698,2.0000843679600084,1.000160650676031,1.398805409636397,1.0001416829636538
1_15,2.9999999999999996,1.4944771954616474,2.0000508129036043,2.0000505159445883,2.0000508327854547
2_0,3.0,2.0000512836194235,2.000050865093861,2.0000515301174966,2.000066234701422
2_1,2.9999999999999996,2.0001004724925635,2.0000893580664187,2.9999999999999996,2.0000589592847615
2_2,3.0000000000000004,2.0000769671624954,2.000057763180887,2.000066281241203,2.0000527528654524
2_3,2.0001222162024654,2.000051405931254,2.000051632092504,2.0000522147637705,2.000059862956648
2_4,3.0,2.000084828454966,2.000060094246142,2.000058839364949,2.0000532576964476
2_5,3.0,3.0,3.0000000000000004,2.000094263639465,2.000059976230974
2_6,3.0,3.0,3.0000000000000004,3.0,3.0
2_7,3.0,2.0000561915020967,2.000053011032312,2.0000512679681295,2.0000521407064236
2_8,2.0000551358745886,2.0000526934379015,2.0000520650564666,2.000050768299691,2.0000520069461265
2_9,3.0,2.0000518221913945,2.000051845441525,2.0000515837586232,2.000053730203186
2_10,3.999861700093946,3.999909951360438,3.0000000000000004,3.0,3.0
2_11,3.0000000000000004,2.9999999999999996,3.0,3.0000000000000004,3.0
2_12,2.000125575182159,2.0001002290411987,2.000061300998616,2.000051271001928,2.0000512576754383
2_13,2.0000542332157756,2.0000569344534593,2.0000542430373316,2.0000525841845302,2.000088987704876
2_14,3.0,3.0000000000000004,3.0000000000000004,2.9999999999999996,2.0000804996006605
2_15,2.9999999999999996,2.000050650300592,2.0000514274883647,2.0000504449004137,2.0000504017789056
3_0,2.000119928246514,2.00005136203557,2.000055984896081,2.0000528282061776,2.0000626410078666
3_1,3.0,2.0000512164793935,2.000054716728815,2.000050633010409,2.000051267473467
3_2,3.0000000000000004,3.0,2.0000737710653893,2.000057704464842,2.0000510735443866
3_3,3.0,2.0000547354722307,2.0000518337658644,2.000050642552611,2.0000507859414847
3_4,2.000074537236094,2.000051118424035,2.000051806152827,2.000056796602405,2.0000523358184004
3_5,3.0,2.0000512982037546,2.0000520969367277,2.00005080817745,2.000050717200624
3_6,2.9999999999999996,3.0,3.0000000000000004,2.0001001784964583,3.0
3_7,2.9999999999999996,2.000054059524384,2.0000571431212486,2.0000521687475454,2.0000544402655858
3_8,3.0,3.0,2.0000627286600476,2.0000551458932456,2.000063375081258
3_9,2.0000932052395495,1.4883538878835256,2.000061265935161,2.0000511957436116,2.0000521997209866
3_10,3.0,2.000077049483934,2.000077224414264,2.000052064847695,2.000061498701162
3_11,3.0000000000000004,3.0000000000000004,3.0000000000000004,1.3852763481082504,2.0000810204050383
3_12,3.9999377026576295,3.9999459401719224,3.9999429474135226,3.0000000000000004,3.0000000000000004
3_13,2.9999999999999996,2.000059895248499,2.0000560497760858,2.0000506326895615,2.000051093719195
3_14,1.0001562171094895,2.0000736211447134,1.0001252800125893,1.0001252817188286,1.0001072416295298
3_15,2.00005876644573,2.0000684397401414,2.000076836738691,2.0000547021805666,2.0000510110359135
4_0,1.0001226343950467,1.000177872790438,1.0001286464116637,1.0001286465312986,1.0001082055028068
4_1,2.0000848456672378,2.000052280595542,2.00005121168165,2.000050659085077,2.000051102552271
4_2,3.0,2.0000538869807882,2.0000537546204846,2.0000511887291292,2.00005213937769
4_3,2.000064407663726,2.000051961268554,2.0000684040395544,1.000199990676211,1.0001687209092642
4_4,2.000054227034894,2.000051270715849,2.0000587178424176,2.000052223167122,2.000054659253436
4_5,2.00009055334822,2.0000523547335156,2.000051591541847,2.00005050596135,2.0000514365655384
4_6,2.000056178330922,2.00006439141012,2.0000547765182626,2.000064361145172,2.0000599925543434
4_7,3.0,3.0,3.0,3.000000000000001,3.0000000000000004
4_8,1.000119868080344,1.0001026614440705,1.000100045211309,1.0001000997790248,1.000100009071399
4_9,2.0001306393520037,2.000051712777933,2.000057806509426,2.0000587036708937,2.0000587969420014
4_10,2.000051296451407,2.000051251315836,2.0000509250031313,2.0000505637617922,2.0000520465152807
4_11,2.000074551291322,2.0000573521288203,2.0000554109221875,2.000052869567982,2.000054113223281
4_12,3.0000000000000004,3.0,3.0000000000000004,3.0,2.0000892137906954
4_13,2.000123941025007,2.00005183308646,2.000054689045224,2.000057671911747,2.0000536447559494
4_14,1.0001431138029848,2.000055272851471,1.0001687285722245,1.000153519712076,1.0001153322844534
4_15,2.0000516147971967,2.0000508354614577,2.0000511324301935,2.0000505892584526,2.0000525190001825
5_0,2.00011056025023,2.0000626677392677,2.000073628630451,2.000062641431926,2.000080325366931
5_1,3.0,1.5358226698116868,3.0,1.4382965355601216,2.0000663990556857
5_2,3.0,2.0000768926819963,2.9999999999999996,2.0000736540786668,2.000059915809487
5_3,3.0000000000000004,2.000062704492174,2.0000663062697455,2.0000504972416917,2.0000537319614065
5_4,3.0,2.0000768962173856,3.0,2.0000942431371294,2.000073825739395
5_5,2.9999999999999996,2.9999999999999996,3.0000000000000004,1.3342128351154177,3.0
5_6,3.0,2.000089384858067,2.0000744376374433,2.0000685170630774,2.000059008979494
5_7,3.0000000000000004,3.0,3.0,2.000061184332802,2.0000599406869077
5_8,2.0001000299637144,2.0000566002512485,2.0000664104959567,2.000056028600387,2.000057751017226
5_9,3.0,3.0,2.0000891747888163,2.000055286082358,2.0000684901001757
5_10,2.9999999999999996,2.000050825455025,2.0000599393041583,1.4865823403337481,2.0000525985660884
5_11,3.9999262648664744,3.0,3.0,3.0,3.0000000000000004
5_12,3.0000000000000004,3.0,3.0,3.0000000000000004,3.0
5_13,2.000120966050023,1.4979010472307996,2.0000547342741366,2.000051539736764,2.000056800505424
5_14,2.0000539964804354,2.0000568741939606,2.00005320172141,3.5420843967980833,2.0000599023168157
5_15,2.0000855504159802,2.000051566880162,2.000058727021477,2.000056772761872,2.0000643396725466
6_0,2.0000708510611167,2.0000598465021744,2.000073617094428,2.000076760453195,1.0001324615944163
6_1,1.00021234775261,2.0000684271046016,1.0001367907475718,2.0000941242900216,1.0001119407662562
6_2,2.000094692195016,3.0,2.0000645093385234,2.000054169634306,2.0000530255206903
6_3,2.000051593049827,1.5792280563088748,2.000051977366524,2.000051527495355,2.000051535981819
6_4,3.0000000000000004,2.0000587327068478,2.0000541799333527,2.0000509808120674,2.0000520480050192
6_5,2.0000684738119503,2.0000598643346432,2.0000508522031932,2.000050838107862,2.0000504446915808
6_6,3.0,3.0,2.000068984634831,2.000060037492033,2.0000855796301575
6_7,2.0000600271747717,2.0000513788725716,2.0000512572818994,2.000050768138331,2.000052523237933
6_8,1.0002048034955702,2.0000587056614756,2.0000767708635148,1.0001882414197425,1.0001324618076683
6_9,2.0000785294921064,2.000056005141573,2.0000843790248455,2.000057674718001,1.0001606608738045
6_10,2.000127513740731,2.0000511835553945,2.00005382464161,2.000052546141727,2.0000578707264003
6_11,2.9999999999999996,3.0000000000000004,3.0,2.000054794230967,2.000084994080072
6_12,2.000083632165214,2.0000578135370652,2.0000578418690154,2.0000505546907217,2.000050921289814
6_13,1.000110820188338,1.000128649080967,1.0001196884156254,1.0001018283358716,1.0001043915390417
6_14,1.0002241790606317,2.000062648356973,1.0001606507932987,1.000147230586292,1.0001153341204732
6_15,2.00005331854755,2.0000525006612113,2.0000517406227116,2.000061155819155,2.0000736193102053
7_0,3.000000000000001,2.000033457557885,2.000053828587792,2.0000187367956666,2.0000519888754202
7_1,2.000052319077091,2.000051845357902,2.000051043952609,2.0000506863160394,2.00005207815068
7_2,3.0,3.0,3.0000000000000004,3.0,3.0000000000000004
7_3,2.0000866161562634,2.000070967060315,2.000052687662734,2.0000282349408005,2.0000515624937867
7_4,2.000051183025055,2.000054188956514,2.000054886567652,2.0000505978825363,2.000051144374357
7_5,3.0000000000000004,2.583902556525907,3.0,3.0,2.0000892134481396
7_6,3.0,3.0,3.0,3.0,3.0
7_7,2.00008147235705,2.000050835396035,2.0000537444120092,2.00005224665456,2.000062675277019
7_8,3.9999209064002144,3.0,3.0,3.0,3.0000000000000004
7_9,3.0000000000000004,3.0,2.000062675092136,2.000054119904493,2.000064368364595
7_10,3.0,3.0,2.0000845048728224,3.0,2.000070900102819
7_11,3.0000000000000004,3.0,3.0000000000000004,3.0,3.0000000000000004
7_12,3.0000000000000004,3.0,2.9999999999999996,3.0,3.0000000000000004
7_13,2.0000587661119535,1.524284793308501,2.0000587386606044,2.000050737195408,2.0000522621323436
7_14,2.000099015904581,2.0000511956426577,2.0000536290158077,2.0000598509786456,2.0000643255008073
7_15,3.0000000000000004,2.000073663537374,2.0000587166810444,2.00005109475049,2.0000547178668846
8_0,1.0001550276213058,1.000128647005981,1.0001082057294879,1.0001063901996385,1.0001005235194778
8_1,2.0000687195258764,2.0001002055611656,3.0,2.000055366760408,2.000051048762613
8_2,3.0,3.9999259964695497,3.9999046365718933,3.0,3.0
8_3,2.000087409474039,2.000051888412889,2.000054002314818,2.000055409980251,2.0000537615401957
8_4,2.0000999074019306,2.000052399795661,2.000054334332798,2.0000599025078953,2.00007677167724
8_5,2.9999999999999996,3.9999224237144055,3.0,3.0,3.0000000000000004
8_6,3.99990753000748,3.999910449841118,3.9999089898394526,2.999999999999999,3.0
8_7,1.000177986159026,1.0001882863549483,1.0001416941564156,1.0001252817877304,1.0001223117826301
8_8,1.0001489528827914,1.0001368034799503,1.0001049828470066,1.000103017086035,1.0001012566637366
8_9,2.0000534490599726,2.0000527207704946,2.000053378409717,2.0000508906915218,2.00005680047021
8_10,3.0000000000000004,3.0,3.0000000000000004,2.9999999999999996,3.0000000000000004
8_11,3.999916609988901,3.9999280113935396,3.9999184889043096,3.0,2.9999999999999996
8_12,3.0,2.0000525678122125,2.0000526278122654,2.00005147185416,2.0000553654615767
8_13,2.0000556051670957,2.000051297315878,2.0000587961377025,2.000088941906386,1.0001535442096665
8_14,2.0000557010087756,2.0000520338378327,2.0000553647999926,2.0000525234944466,2.0000708442374577
8_15,2.000052338947155,2.0000509253251693,2.0000511435160946,1.4964108759894446,2.0000522540208183
9_0,3.0000000000000004,2.000052509190541,2.000058700089073,2.000052827579982,2.000076763575682
9_1,1.0001778963228902,2.0000889457013478,2.627841357383062,1.0001882530788992,1.000132462333515
9_2,2.0000539124947454,2.000054887282852,2.000060200576207,2.000053001014068,2.0000544397291575
9_3,2.000095417945445,2.0000518895575645,2.000051845530903,2.0000514901389934,2.0000525391865267
9_4,2.000052423110809,2.000064460885623,2.000051341318741,2.000050669140381,2.000059910481667
9_5,2.000053857134262,2.0000516274800892,2.000052274832165,2.0000520776617927,2.000055409069359
9_6,3.0,3.0000000000000004,3.000000000000001,3.0,2.000080631575476
9_7,3.0000000000000004,2.0000600381362075,2.0000522473220403,2.000051941880669,2.0000531167641853
9_8,1.0001463724872546,2.000066246662531,2.0000889374801725,1.0001135305419444,1.0001153320699452
9_9,3.0000000000000004,2.0000547959827446,2.0000545943102277,2.0000547012512246,2.000084406830437
9_10,3.000000000000001,3.0,3.0000000000000004,2.0000845716873568,3.0000000000000004
9_11,3.9999168434498222,3.0000000000000004,3.0000000000000004,2.9999999999999996,3.0
9_12,3.0,3.0,3.0000000000000004,2.9999999999999996,2.0000627650746177
9_13,2.0000643625179393,2.000050712814004,2.0000587531308005,2.0000643421624122,2.000064350739352
9_14,2.0000537603005224,2.0000508917345448,2.000054676566552,2.0000576973904582,2.0000736302097093
